r,x,y
1.0,-1.0,-1.96101229341
2.16227766017,0.0,1.03898770659
1.0,1.0,-1.96101229341
3.20126536676,0.0,0.0
0.76911384298,-2.30734152894,-0.76911384298
0.171299685354,-1.37039748284,-0.849819844901
0.0751868526628,-1.12780278994,-0.893448143101
0.0422161386965,-1.01318732872,-0.918879588749
0.027027027027,-0.945945945946,-0.935408727948
0.0187838130698,-0.90162302735,-0.94698939967
0.0138122301046,-0.870170496588,-0.955547456652
0.0105834852165,-0.846678817317,-0.962127117058
0.00836827003625,-0.828458733589,-0.967342246595
0.006782597479,-0.81391169748,-0.971576928035
0.00560858090907,-0.802027069997,-0.975083626118
0.00471508504742,-0.792134287967,-0.978035056702
0.00153137891151,-0.808568065279,-0.977946213578
0.00153516995537,-0.805964226568,-0.969122755833
0.00186773510277,-0.821803445217,-0.975119324317
0.00187337745578,-0.818665948177,-0.96434346397
0.00232823875875,-0.83816595315,-0.971835039579
0.00107469901553,-0.84148932916,-0.972566584106
0.00233701297476,-0.83431363199,-0.95837992273
0.00107968870854,-0.836758749119,-0.955993449889
0.00298231131403,-0.85890565844,-0.968003782071
0.00138325371168,-0.863150316086,-0.969024095481
0.0012671141803,-0.855302071702,-0.970255843273
0.00299672314907,-0.854066097485,-0.950731936016
0.00139153090534,-0.857183037689,-0.947643011055
0.00127405631108,-0.849795559487,-0.95068652226
0.00395551801175,-0.886036034632,-0.96354605501
0.00184604765237,-0.891641016094,-0.965043501827
0.00106489590907,-0.894512563616,-0.965520793401
0.00166893458468,-0.881197460711,-0.966413574743
0.00132293219313,-0.885041637207,-0.958362117286
0.003980910512,-0.879781223151,-0.940573152396
0.0018608195258,-0.883889274756,-0.936419873951
0.00107411841641,-0.886147693537,-0.934545465955
0.0016809986896,-0.87411931859,-0.940565903219
0.00132765272037,-0.881561406328,-0.945574331402
0.00549413784484,-0.923015157933,-0.958469628315
0.00258540209688,-0.930744754876,-0.960821711809
0.00149798846576,-0.934744802634,-0.961642501931
0.0022962164617,-0.916190368216,-0.962226204622
0.00125398060635,-0.91289788142,-0.963554146608
0.00183992974825,-0.921804803875,-0.951236123596
0.00554324939626,-0.914636150382,-0.926435456078
0.00261446908435,-0.920293117693,-0.920557778675
0.00151630249943,-0.923428222154,-0.917868095813
0.0023191158396,-0.906774293284,-0.92652484329
0.00126678870579,-0.903220347226,-0.927002523957
0.00184907348779,-0.917140449942,-0.933390664295
0.00813585102486,-0.976302122983,-0.95315500949
0.0038729548345,-0.987603482798,-0.957215881874
0.00225802926563,-0.993532876878,-0.958775129087
0.00147731748321,-0.997189301169,-0.95953892012
0.0010413235406,-0.999670598972,-0.959971024064
0.00135036685899,-0.983067073342,-0.959805105458
0.00123670178952,-0.985651326249,-0.952493840406
0.00335415233353,-0.965995872058,-0.958234514293
0.00182028981903,-0.961113024449,-0.959947012707
0.00114078649617,-0.95826065678,-0.960741979136
0.00123900171714,-0.970138344523,-0.960218698259
0.00109277509365,-0.967105957884,-0.953928370658
